0,6,1494,1.0,1.0
1,6,1482,1.0,3.0
2,7,1470,0.8571428571428571,4.285714285714286
3,7,1456,1.0,6.285714285714286
4,7,1442,1.0,8.285714285714286
5,8,1427,1.0,9.125
6,8,1411,1.0,11.125
7,8,1395,1.0,13.125
8,8,1379,1.0,15.125
9,8,1363,1.0,17.125
10,8,1347,1.0,19.125
11,8,1331,1.0,21.125
12,8,1315,1.0,23.125
13,8,1299,1.0,25.125
14,8,1283,1.0,27.125
15,8,1267,1.0,28.375
16,8,1251,1.0,28.875
17,8,1235,1.0,29.375
18,8,1219,1.0,29.625
19,8,1203,1.0,29.875
20,8,1187,1.0,30.0
21,8,1171,1.0,30.0
22,8,1155,1.0,30.0
23,8,1139,1.0,30.0
24,8,1123,1.0,30.0
25,8,1107,1.0,30.0
26,8,1091,1.0,30.0
27,8,1075,1.0,30.0
28,8,1059,1.0,30.0
29,8,1043,1.0,30.0
30,8,1027,1.0,30.0
31,8,1032,1.0,30.0
32,8,1053,1.0,30.0
33,9,1074,1.0,26.77777777777778
34,9,1087,1.0,27.0
35,10,1096,0.9,24.5
36,10,1109,1.0,24.9
37,10,1107,1.0,25.3
38,10,1105,1.0,25.7
39,10,1097,1.0,26.1
40,10,1084,1.0,26.5
41,10,1079,1.0,26.9
42,10,1068,1.0,27.3
43,10,1057,1.0,27.7
44,10,1042,1.0,28.1
45,10,1028,1.0,28.5
46,10,1013,1.0,28.9
47,10,998,1.0,29.3
48,10,993,1.0,29.6
49,10,978,1.0,29.8
50,10,970,0.9,29.8
51,10,956,0.9,29.7
52,10,947,1.0,29.7
53,10,943,0.9,29.5
54,10,933,0.9,29.3
55,10,930,0.9,29.1
56,10,928,0.8,28.7
57,10,926,0.8,28.4
58,10,912,1.0,28.4
59,10,905,0.9,28.2
60,10,895,0.9,28.1
61,10,881,1.0,28.1
62,10,875,0.9,27.9
63,10,866,0.9,27.8
64,10,857,1.0,27.8
65,10,846,0.9,27.9
66,10,833,1.0,27.9
67,10,824,0.9,27.8
68,10,819,0.7,27.6
69,10,815,0.8,27.3
70,10,809,0.7,27.0
71,10,806,0.7,26.9
72,10,802,0.8,26.7
73,10,791,0.8,26.3
74,10,787,0.7,26.0
75,10,786,0.6,25.3
76,10,780,0.7,24.6
77,10,782,0.6,24.0
78,10,777,0.7,23.5
79,10,770,0.8,23.1
80,10,766,0.9,22.9
81,9,757,1.0,24.77777777777778
82,9,754,0.8888888888888888,24.77777777777778
83,9,747,0.8888888888888888,24.88888888888889
84,9,736,0.8888888888888888,25.11111111111111
85,9,732,0.7777777777777778,25.11111111111111
86,9,728,0.8888888888888888,25.11111111111111
87,9,718,0.5555555555555556,24.88888888888889
88,9,714,0.5555555555555556,24.333333333333332
89,9,706,0.6666666666666666,24.0
90,9,699,0.6666666666666666,24.11111111111111
91,11,691,0.6363636363636364,19.818181818181817
92,11,683,0.7272727272727273,20.181818181818183
93,11,672,0.7272727272727273,20.727272727272727
94,11,659,0.9090909090909091,20.90909090909091
95,12,653,0.8333333333333334,19.25
96,13,645,0.7692307692307693,17.923076923076923
97,13,637,0.6923076923076923,18.0
98,13,627,0.6153846153846154,18.153846153846153
99,13,615,0.6923076923076923,18.384615384615383
100,13,601,0.6923076923076923,18.76923076923077
101,13,591,0.7692307692307693,19.153846153846153
102,13,583,0.6153846153846154,19.384615384615383
103,13,573,0.6923076923076923,19.923076923076923
104,13,562,0.6153846153846154,20.307692307692307
105,13,555,0.5384615384615384,20.46153846153846
106,12,544,0.5833333333333334,19.75
107,12,537,0.5,21.583333333333332
108,12,522,0.6666666666666666,21.583333333333332
109,12,511,0.5833333333333334,21.416666666666668
110,12,504,0.6666666666666666,21.25
111,12,497,0.5,20.583333333333332
112,12,490,0.5833333333333334,20.166666666666668
113,12,482,0.5833333333333334,20.0
114,12,468,0.5833333333333334,19.75
115,12,460,0.5833333333333334,19.416666666666668
116,12,457,0.5833333333333334,18.833333333333332
117,12,444,0.75,18.833333333333332
118,11,436,0.6363636363636364,19.818181818181817
119,11,427,0.6363636363636364,19.727272727272727
120,11,413,0.8181818181818182,20.0
121,12,409,0.5833333333333334,18.25
122,12,405,0.5833333333333334,18.25
123,13,398,0.38461538461538464,16.23076923076923
124,13,388,0.5384615384615384,16.0
125,14,379,0.5714285714285714,14.928571428571429
126,15,367,0.6,14.2
127,15,354,0.5333333333333333,14.533333333333333
128,15,340,0.4666666666666667,14.466666666666667
129,15,328,0.5333333333333333,14.4
130,14,313,0.6428571428571429,15.357142857142858
131,14,298,0.6428571428571429,15.714285714285714
132,14,287,0.42857142857142855,15.642857142857142
133,13,277,0.5384615384615384,16.53846153846154
134,12,268,0.5833333333333334,17.5
135,12,260,0.5833333333333334,17.166666666666668
136,12,253,0.4166666666666667,17.083333333333332
137,11,242,0.6363636363636364,18.181818181818183
138,11,235,0.5454545454545454,18.272727272727273
139,10,228,0.6,20.1
140,10,218,0.5,20.0
141,10,210,0.5,19.5
142,10,201,0.5,19.0
143,9,197,0.3333333333333333,19.666666666666668
144,9,195,0.2222222222222222,18.555555555555557
145,8,192,0.375,19.125
146,8,187,0.5,18.5
147,8,182,0.375,17.875
148,8,177,0.5,17.0
149,7,172,0.42857142857142855,16.857142857142858
150,7,171,0.14285714285714285,16.571428571428573
151,7,165,0.5714285714285714,16.142857142857142
152,6,159,0.6666666666666666,16.833333333333332
153,6,152,0.5,17.5
154,6,146,0.6666666666666666,17.5
155,6,141,0.5,17.0
156,5,134,0.8,18.8
157,5,129,0.6,18.2
158,5,126,0.4,17.6
159,5,122,0.2,17.6
160,5,118,0.2,17.6
161,5,115,0.4,17.0
162,5,113,0.2,16.2
163,4,114,0.0,13.0
164,4,114,0.25,16.0
165,4,111,0.5,16.5
166,4,112,0.25,15.0
167,4,111,0.25,14.0
168,4,109,0.25,12.75
169,4,106,0.25,12.0
170,4,105,0.25,11.0
171,2,106,0.0,7.0
172,2,105,1.0,15.0
173,2,102,1.0,16.5
174,2,99,1.0,17.0
175,2,97,0.5,16.0
176,1,96,0.0,6.0
177,1,96,1.0,26.0
178,1,96,1.0,26.0
179,1,94,1.0,26.0
180,1,95,1.0,27.0
181,1,94,1.0,27.0
182,1,93,1.0,28.0
183,1,92,1.0,29.0
184,1,90,1.0,29.0
185,1,88,1.0,29.0
186,1,88,0.0,27.0
187,1,87,0.0,26.0
188,1,87,0.0,24.0
189,1,87,0.0,22.0
190,1,87,0.0,20.0
191,1,88,0.0,18.0
192,1,89,0.0,16.0
193,1,89,0.0,14.0
194,1,89,0.0,12.0
195,1,91,0.0,11.0
196,1,91,0.0,9.0
197,1,91,0.0,7.0
198,0,92,nan,nan
199,0,93,nan,nan
200,0,93,nan,nan
201,0,93,nan,nan
202,0,94,nan,nan
203,0,95,nan,nan
204,0,96,nan,nan
205,0,96,nan,nan
206,0,96,nan,nan
207,0,96,nan,nan
208,0,97,nan,nan
209,0,99,nan,nan
210,0,99,nan,nan
211,0,99,nan,nan
212,0,99,nan,nan
213,0,102,nan,nan
214,0,102,nan,nan
215,0,103,nan,nan
216,0,105,nan,nan
217,0,106,nan,nan
218,0,107,nan,nan
219,0,107,nan,nan
220,0,107,nan,nan
221,0,107,nan,nan
222,0,109,nan,nan
223,0,111,nan,nan
224,0,111,nan,nan
225,0,112,nan,nan
226,0,112,nan,nan
227,0,112,nan,nan
228,0,113,nan,nan
229,0,114,nan,nan
230,0,115,nan,nan
231,0,115,nan,nan
232,0,115,nan,nan
233,0,117,nan,nan
234,0,117,nan,nan
235,0,117,nan,nan
236,0,118,nan,nan
237,0,120,nan,nan
238,0,121,nan,nan
239,0,122,nan,nan
240,0,123,nan,nan
241,0,123,nan,nan
242,0,123,nan,nan
243,0,123,nan,nan
244,0,125,nan,nan
245,0,127,nan,nan
246,0,130,nan,nan
247,0,132,nan,nan
248,0,132,nan,nan
249,0,136,nan,nan
250,0,137,nan,nan
251,0,137,nan,nan
252,0,140,nan,nan
253,0,140,nan,nan
254,0,140,nan,nan
255,0,140,nan,nan
256,0,142,nan,nan
257,0,143,nan,nan
258,0,144,nan,nan
259,0,145,nan,nan
260,0,147,nan,nan
261,0,148,nan,nan
262,0,148,nan,nan
263,0,150,nan,nan
264,0,150,nan,nan
265,0,151,nan,nan
266,0,152,nan,nan
267,0,152,nan,nan
268,0,153,nan,nan
269,0,156,nan,nan
270,0,159,nan,nan
271,0,160,nan,nan
272,0,163,nan,nan
273,0,164,nan,nan
274,0,165,nan,nan
275,0,167,nan,nan
276,0,169,nan,nan
277,0,170,nan,nan
278,0,172,nan,nan
279,0,172,nan,nan
280,0,174,nan,nan
281,0,175,nan,nan
282,0,176,nan,nan
283,0,177,nan,nan
284,0,178,nan,nan
285,0,180,nan,nan
286,0,181,nan,nan
287,0,183,nan,nan
288,0,184,nan,nan
289,0,187,nan,nan
290,0,189,nan,nan
291,0,190,nan,nan
292,0,191,nan,nan
293,0,194,nan,nan
294,0,195,nan,nan
295,0,197,nan,nan
296,0,199,nan,nan
297,0,200,nan,nan
298,0,202,nan,nan
299,0,203,nan,nan
300,0,206,nan,nan
301,0,209,nan,nan
302,0,214,nan,nan
303,0,214,nan,nan
304,0,216,nan,nan
305,0,217,nan,nan
306,0,218,nan,nan
307,0,221,nan,nan
308,0,223,nan,nan
309,0,227,nan,nan
310,0,228,nan,nan
311,0,228,nan,nan
312,0,229,nan,nan
313,0,232,nan,nan
314,0,236,nan,nan
315,0,237,nan,nan
316,0,239,nan,nan
317,0,241,nan,nan
318,0,244,nan,nan
319,0,246,nan,nan
320,0,252,nan,nan
321,0,255,nan,nan
322,0,257,nan,nan
323,0,260,nan,nan
324,0,264,nan,nan
325,0,266,nan,nan
326,0,268,nan,nan
327,0,270,nan,nan
328,0,274,nan,nan
329,0,278,nan,nan
330,0,281,nan,nan
331,0,283,nan,nan
332,0,286,nan,nan
333,0,290,nan,nan
334,0,291,nan,nan
335,0,297,nan,nan
336,0,302,nan,nan
337,0,303,nan,nan
338,0,304,nan,nan
339,0,304,nan,nan
340,0,306,nan,nan
341,0,307,nan,nan
342,0,309,nan,nan
343,0,313,nan,nan
344,0,315,nan,nan
345,0,320,nan,nan
346,0,327,nan,nan
347,0,328,nan,nan
348,0,333,nan,nan
349,0,334,nan,nan
350,0,339,nan,nan
351,0,343,nan,nan
352,0,349,nan,nan
353,0,351,nan,nan
354,0,356,nan,nan
355,0,358,nan,nan
356,0,364,nan,nan
357,0,369,nan,nan
358,0,374,nan,nan
359,0,377,nan,nan
360,0,381,nan,nan
361,0,384,nan,nan
362,0,386,nan,nan
363,0,391,nan,nan
364,0,392,nan,nan
365,0,402,nan,nan
366,0,414,nan,nan
367,0,421,nan,nan
368,0,424,nan,nan
369,0,431,nan,nan
370,0,433,nan,nan
371,0,438,nan,nan
372,0,441,nan,nan
373,0,447,nan,nan
374,0,452,nan,nan
375,0,456,nan,nan
376,0,459,nan,nan
377,0,466,nan,nan
378,0,468,nan,nan
379,0,479,nan,nan
380,0,489,nan,nan
381,0,497,nan,nan
382,0,502,nan,nan
383,0,507,nan,nan
384,0,515,nan,nan
385,0,521,nan,nan
386,0,526,nan,nan
387,0,529,nan,nan
388,0,535,nan,nan
389,0,547,nan,nan
390,0,551,nan,nan
391,0,556,nan,nan
392,0,570,nan,nan
393,0,575,nan,nan
394,0,585,nan,nan
395,0,594,nan,nan
396,0,602,nan,nan
397,0,608,nan,nan
398,0,614,nan,nan
399,0,622,nan,nan
